Month,Mean,LogMean,Median,LogMedian,Max,LogMax,StandardDeviation,LogStandardDeviation,Percentile50,LogPercentile50,Percentile75,LogPercentile75,Percentile90,LogPercentile90,Percentile99,LogPercentile99,Percentile99.99,LogPercentile99.99
2020-02,0.9866290207231287,-0.013461175732553367,1.0,0.0,1.1471277391576256,0.13726119999999994,0.07614116203364542,-2.5751662663417054,1.0,0.0,1.0660439971331903,0.06395459799999996,1.0668490597121574,0.06470949999999992,1.067094604035437,0.06493963196508852,1.1434812091903364,0.13407730163062676
2020-03,1.0209918162222416,0.02077452369716419,1.0657171938816454,0.06364799399999992,1.2952123609539394,0.258674667,0.08221395731073267,-2.4984301943663256,1.0657171938816454,0.06364799399999992,1.0668490597121574,0.06470949999999992,1.0753662271702211,0.07266127999999993,1.1320631834591692,0.12404179399999996,1.2755692395549585,0.24339254137175412
2020-04,1.0492917431282083,0.04811540621739178,1.0665220096630421,0.06440289599999996,1.4341077154027044,0.3605428546999999,0.06286348454519808,-2.766789815722459,1.0665220096630421,0.06440289599999996,1.0753662271702211,0.07266127999999993,1.0896705487484193,0.08587540170000005,1.1547207963623614,0.1438585800000001,1.3140323697852225,0.27310055429873664
2020-05,1.0676108321639963,0.06542328477251418,1.0668490597121574,0.06470949999999992,1.796895860575596,0.5860606543,0.053210974828015685,-2.9334906101504767,1.0668490597121574,0.06470949999999992,1.0755109632450932,0.07279586330000007,1.1112060133217445,0.10544592400000007,1.2046215299018148,0.1861654345391675,1.6474106446955497,0.4992047490165491
2020-06,1.077674450178904,0.07480543260917549,1.0750206326949032,0.07233985460000006,1.6326440794316368,0.4902008352000001,0.04426037550048629,-3.1176654604258074,1.0750206326949032,0.07233985460000006,1.0967723047611582,0.09237159800000001,1.1243290862718,0.11718648999999995,1.2166339571127123,0.19608799400000002,1.614933500047598,0.47929377938573114
2020-07,1.0927115503477844,0.088662268004317,1.0886579199399324,0.08494567149999999,2.109853892859207,0.7466187000000001,0.04782876071703672,-3.0401281317858246,1.0886579199399324,0.08494567149999999,1.1243290862718,0.11718648999999995,1.1329407061712105,0.12481664720000009,1.2403574125600079,0.21539957402043894,1.748243670979343,0.5586116673918502
2020-08,1.0992518082122478,0.09462977402830308,1.099596165361761,0.09494299000000005,2.185205527384238,0.781709887,0.0478674181271211,-3.039320212124788,1.099596165361761,0.09494299000000005,1.1243290862718,0.11718648999999995,1.1451700254207697,0.13555311979935356,1.2385996169979085,0.21398140029999993,1.8259123818707497,0.6020797973800954
2020-09,1.111573862760532,0.10577690544004621,1.1124936384558761,0.10660401679999991,2.2037504523639346,0.79016066,0.055134519125223456,-2.897979277579305,1.1124936384558761,0.10660401679999991,1.1331868444468123,0.12503387970000004,1.1689532179185786,0.15610866279999996,1.2813539409991566,0.2479172852964207,1.7497901282456376,0.5594958540268605
2020-10,1.1236782059840937,0.11660741687320307,1.1161113667779554,0.10985064999999992,2.1586967842761715,0.7695046990000001,0.05419435359111354,-2.915178553249095,1.1161113667779554,0.10985064999999992,1.1424532217679049,0.1331778992000001,1.1823275669618578,0.16748500999999996,1.300961213974164,0.26310338661414906,1.858212564876275,0.6196150390557684
2020-11,1.140326149427308,0.13131431747761743,1.120875971361821,0.11411049689999998,2.3933285313732418,0.8726850879999999,0.07847200288978165,-2.545013368894483,1.120875971361821,0.11411049689999998,1.1552519018108076,0.14431841699999998,1.2079217368040958,0.18890131000000004,1.4898092326767025,0.3986480799999999,2.072090494960207,0.7285579986173489
2020-12,1.1972559711841042,0.18003224764439366,1.1423402707169024,0.13307902720000006,2.3627606751813626,0.8598307129999999,0.13769296524346433,-1.9827289621090824,1.1423402707169024,0.13307902720000006,1.218657662917864,0.19774997669999997,1.4603980740267068,0.37870905199999993,1.5657060618770926,0.44833688,2.039211071049514,0.7125630031791513
2021-01,1.268546844331151,0.23787202829229376,1.196132205936479,0.1790931895000035,2.454734409767145,0.8980185720000001,0.16473375483206784,-1.8034247154259964,1.196132205936479,0.1790931895000035,1.4369803541932662,0.3625439356,1.4898092326767025,0.3986480799999999,1.6172716589931402,0.48074056833528445,2.1398496440127643,0.7607355667583048
2021-02,1.3473223627727635,0.29811918785520464,1.4152550751881117,0.34730977999999996,2.576244988625327,0.946332908,0.1683790458853248,-1.7815376155257516,1.4152550751881117,0.34730977999999996,1.4883077774400852,0.39763975469999996,1.524994422689652,0.4219907527999999,1.6811693178560536,0.5194895738371861,2.459540544568796,0.899974562
2021-03,1.4370801966648665,0.3626134139355282,1.4699772808989593,0.38524694550043653,2.7125899510658384,0.9979038799999999,0.14423972058155302,-1.9362786372662046,1.4699772808989593,0.38524694550043653,1.509658696583311,0.4118835965257104,1.5637058984949848,0.4470585799999999,1.740937727134912,0.5544238917000001,2.3722503620636206,0.8638390244962827
2021-04,1.5073656788334995,0.4103635437147299,1.488565939816914,0.3978132,2.9864574002997237,1.0940878690000002,0.1586208450908171,-1.8412385465715362,1.488565939816914,0.3978132,1.5389245849123039,0.43108385099999996,1.651987966712631,0.501979391,2.251273566640525,0.8114960857,2.562474092578116,0.9409732341999999
2021-05,1.6130095093826857,0.47810169458923096,1.5088803413678755,0.41136788,3.147764546102164,1.146692533,0.27261837741455563,-1.2996823466781644,1.5088803413678755,0.41136788,1.6343237729999835,0.49122912429999993,2.1592849667927188,0.769777133,2.334948918395198,0.8479900143912875,2.723853852366173,1.0020477349999999
